Electrode,TrialType,FreqBand,TimePoint,Power
27,FSFT,thetaBand,Post,4936.9733
27,FSFT,alphaBand,Post,132.4128
27,FSFT,betaBand,Post,8.2159
27,FSFT,gammaBand,Post,0.010853
28,FSFT,deltaBand,Post,2514975.1515
28,FSFT,thetaBand,Post,3029.9978
28,FSFT,alphaBand,Post,56.2226
28,FSFT,betaBand,Post,3.4097
28,FSFT,gammaBand,Post,0.0063691
29,FSFT,deltaBand,Post,1785178.7452
29,FSFT,thetaBand,Post,2042.0685
29,FSFT,alphaBand,Post,33.9954
29,FSFT,betaBand,Post,1.6723
29,FSFT,gammaBand,Post,0.0019129
30,FSFT,deltaBand,Post,13914273.3055
30,FSFT,thetaBand,Post,4637.8768
30,FSFT,alphaBand,Post,89.5304
30,FSFT,betaBand,Post,4.2543
30,FSFT,gammaBand,Post,0.012156
31,FSFT,deltaBand,Post,8293649.5479
31,FSFT,thetaBand,Post,3269.8933
31,FSFT,alphaBand,Post,78.9804
31,FSFT,betaBand,Post,5.0836
31,FSFT,gammaBand,Post,0.012375
32,FSFT,deltaBand,Post,6736138.9756
32,FSFT,thetaBand,Post,2362.7516
32,FSFT,alphaBand,Post,86.7629
32,FSFT,betaBand,Post,5.5231
32,FSFT,gammaBand,Post,0.0053473
